Comment	Comment Reply
I Love you ❤️❤️	❤️❤️😊 
sir ma na call kiya teha resive nehi huwa 😔😩😓    india to nepali delivery charge kitha ha sir❤	आप हमारे सेल्स एग्जीक्यूटिव से संपर्क करें। धन्यवाद। 
Aap ne apna tajurba bataya,vo pury sachchai or imandari ke sath,kyunki aapne jo bhi samjhaya me use mehsus kar sakta,or mujhme ye filing hai,business ko le kar,bahot hi jald me  suru kar dunga,inshaallah,	हां ज़रूर, आप अपना बिजनेस शुरू कर सकते हैं। हम आपको बिजनेस की पूरी जानकारी देंगे। आप हमारे सेल्स एग्जीक्यूटिव से संपर्क करें। धन्यवाद। 
Sar ham agale manth a rahe hain	जी ज़रूर, आपका हार्दिक स्वागत है। आप संपर्क कर सकते हैं और हमारी सेल्स टीम आपकी सहायता करेगी। 
Sir neche se upar jata h admi	जी, ज़रूर। अधिक जानकारी के लिए संपर्क करें, धन्यवाद। 
Sir aapka prasnal number mil sakta hai aap se baat karna kapde ki business ke liye	जी ज़रूर, आप हमसे बात कर सकते हैं। आप हमारे सेल्स एग्जीक्यूटिव से संपर्क करें, धन्यवाद। 
Hello sir mein fharukhabad  me mhomdabad se hu me bhi ye business  karna chhata hu	हाँ जरूर, आप अपना बिजनेस शुरू कर सकते हैं। हम आपको बिजनेस की पूरी जानकारी देंगे। बिजनेस की जानकारी के लिए आप हमारे सेल्स एग्जीक्यूटिव से संपर्क कर सकते हैं। धन्यवाद। 
Dhiraj Kumar sitamarhi Bihar	नमस्ते, किसी भी प्रकार की जानकारी के लिए आप हमारे सेल्स एग्जीक्यूटिव से संपर्क करें, धन्यवाद। 
5999	उत्पाद की कीमत के लिए, कृपया हमारे सेल्स एग्जीक्यूटिव से संपर्क करें। धन्यवाद। 
Banarasi. Saree. Top. Silk. Vedding. Me. PDF.. Ya. Jyda. Nalege. Kaise. Le. One. Line. Katlek.prise.sete.me.jald.aane.ka.plan.. RANI. G. Thainyu.. ES. TOPPIk. PAR. VIDEO. BANAYE	किसी भी उत्पाद की जानकारी के लिए, हमारे सेल्स एग्जीक्यूटिव से संपर्क करें, धन्यवाद। 
Ajay sar aapki video dekhkar Mera irada hi majbut Ho Gaya kam karne ka ab kam karenge to aapse hi Mal kharidenge	हमें यह जानकर बेहद खुशी हुई कि आपने हमसे प्रेरित होकर बिजनेस शुरू करने की सोची। हम आपको बिजनेस की पूरी जानकारी देंगे। 
